retailer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
RTL2601,675,1,1391.0,1,1,1,111,At Risk
RTL2602,48,4,11631.73,5,5,4,554,Loyal Customer
RTL2603,53,1,2095.51,5,1,1,511,Recent Customer
RTL2604,436,3,14456.289999999999,2,4,4,244,At Risk
RTL2606,241,2,2142063.22,3,2,5,325,Others
RTL2607,59,3,12481.23,5,4,4,544,Loyal Customer
RTL2608,215,4,12969.8,3,5,4,354,Others
RTL2609,38,5,1336.61,5,5,1,551,Loyal Customer
RTL2610,216,4,2411.48,3,5,1,351,Others
RTL2611,154,2,10044.970000000001,4,2,3,423,Recent Customer
RTL2612,614,2,839.49,1,2,1,121,At Risk
RTL2613,9,3,19945.6,5,4,5,545,Loyal Customer
RTL2615,203,2,1130.22,3,2,1,321,Others
RTL2616,649,4,6550.2300000000005,1,5,3,153,At Risk
RTL2617,450,2,3511.4700000000003,2,2,2,222,At Risk
RTL2618,657,1,4512.0,1,1,2,112,At Risk
RTL2619,366,3,14001.4,2,4,4,244,At Risk
RTL2620,681,2,36237.51,1,2,5,125,At Risk
RTL2621,659,3,2554.9399999999996,1,4,2,142,At Risk
RTL2622,185,3,3491.2299999999996,4,4,2,442,Loyal Customer
RTL2623,939,1,576927.0,1,1,5,115,At Risk
RTL2624,63,2,22331.64,5,2,5,525,Recent Customer
RTL2625,550,3,3576.07,2,4,2,242,At Risk
RTL2626,27,4,7761.05,5,5,3,553,Loyal Customer
RTL2627,3,3,13412.2,5,4,4,544,Loyal Customer
RTL2628,191,3,22874.96,4,4,5,445,Loyal Customer
RTL2629,59,3,12444.949999999999,5,4,4,544,Loyal Customer
RTL2631,350,1,278.6,2,1,1,211,At Risk
RTL2632,293,3,12168.28,3,4,4,344,Others
RTL2633,787,2,12965.65,1,2,4,124,At Risk
RTL2634,170,2,2789.21,4,2,2,422,Recent Customer
RTL2635,284,4,24549.86,3,5,5,355,Others
RTL2636,435,3,4918.219999999999,2,4,2,242,At Risk
RTL2637,4,4,27066.4,5,5,5,555,Champion
RTL2638,226,3,15104.11,3,4,4,344,Others
RTL2639,7,3,17564.030000000002,5,4,4,544,Loyal Customer
RTL2640,65,4,11884.109999999999,5,5,4,554,Loyal Customer
RTL2641,233,5,236420.38,3,5,5,355,Others
RTL2642,120,4,10018.36,4,5,3,453,Loyal Customer
RTL2644,110,4,18716.48,4,5,4,454,Loyal Customer
RTL2645,719,2,83448.55,1,2,5,125,At Risk
RTL2646,916,1,13.78,1,1,1,111,At Risk
RTL2647,88,1,1215.45,4,1,1,411,Recent Customer
RTL2648,46,4,329445.0,5,5,5,555,Champion
RTL2649,34,1,2611.21,5,1,2,512,Recent Customer
RTL2650,319,2,16781.27,3,2,4,324,Others
RTL2651,118,1,481.65,4,1,1,411,Recent Customer
RTL2652,124,2,8467.68,4,2,3,423,Recent Customer
RTL2653,101,4,18781.19,4,5,5,455,Loyal Customer
RTL2654,360,2,11690.49,2,2,4,224,At Risk
RTL2655,760,2,291.97,1,2,1,121,At Risk
RTL2656,188,2,3053.5,4,2,2,422,Recent Customer
RTL2657,548,1,845.33,2,1,1,211,At Risk
RTL2658,583,5,26785.760000000002,1,5,5,155,At Risk
RTL2659,68,2,9732.74,5,2,3,523,Recent Customer
RTL2660,28,4,8838.89,5,5,3,553,Loyal Customer
RTL2661,211,2,2246.77,3,2,1,321,Others
RTL2662,54,2,20550.93,5,2,5,525,Recent Customer
RTL2663,50,2,3164.32,5,2,2,522,Recent Customer
RTL2664,86,4,22419.81,5,5,5,555,Champion
RTL2666,426,1,2173.5,2,1,1,211,At Risk
RTL2667,675,1,108.7,1,1,1,111,At Risk
RTL2668,146,2,12250.61,4,2,4,424,Recent Customer
RTL2669,823,2,1924.13,1,2,1,121,At Risk
RTL2670,262,5,629190.47,3,5,5,355,Others
RTL2671,819,3,17639.09,1,4,4,144,At Risk
RTL2672,853,2,2354.86,1,2,1,121,At Risk
RTL2673,865,1,1472.5,1,1,1,111,At Risk
RTL2674,705,1,437.22,1,1,1,111,At Risk
RTL2675,100,1,6011.88,4,1,2,412,Recent Customer
RTL2676,121,5,17561.96,4,5,4,454,Loyal Customer
RTL2677,930,1,864.21,1,1,1,111,At Risk
RTL2678,490,3,124330.20000000001,2,4,5,245,At Risk
RTL2679,20,5,2238310.41,5,5,5,555,Champion
RTL2680,990,1,622.55,1,1,1,111,At Risk
RTL2681,263,3,13307.81,3,4,4,344,Others
RTL2682,170,1,257.36,4,1,1,411,Recent Customer
RTL2683,174,4,64471.75,4,5,5,455,Loyal Customer
RTL2684,92,4,18866.440000000002,4,5,5,455,Loyal Customer
RTL2685,387,3,12896.93,2,4,4,244,At Risk
RTL2686,114,2,7674.63,4,2,3,423,Recent Customer
RTL2687,328,2,9021.69,3,2,3,323,Others
RTL2688,58,5,18464.12,5,5,4,554,Loyal Customer
RTL2689,143,2,133514.0,4,2,5,425,Recent Customer
RTL2690,402,3,17691.49,2,4,4,244,At Risk
RTL2691,53,4,10679.150000000001,5,5,3,553,Loyal Customer
RTL2692,519,1,1019.64,2,1,1,211,At Risk
RTL2693,117,4,11566.609999999999,4,5,4,454,Loyal Customer
RTL2694,285,1,624.62,3,1,1,311,Others
RTL2695,437,3,14877.72,2,4,4,244,At Risk
RTL2697,407,1,738.03,2,1,1,211,At Risk
RTL2698,493,1,712.89,2,1,1,211,At Risk
RTL2699,204,1,489.79,3,1,1,311,Others
RTL2700,600,2,13423.720000000001,1,2,4,124,At Risk
RTL2701,937,2,4313.29,1,2,2,122,At Risk
RTL2703,684,4,20476.1,1,5,5,155,At Risk
RTL2704,464,1,167.2,2,1,1,211,At Risk
RTL2705,882,2,25867.6,1,2,5,125,At Risk
RTL2706,494,2,4084.19,2,2,2,222,At Risk
RTL2707,563,2,2903.45,1,2,2,122,At Risk
RTL2708,67,2,1824.23,5,2,1,521,Recent Customer
RTL2709,898,1,4005.27,1,1,2,112,At Risk
RTL2710,626,2,8872.74,1,2,3,123,At Risk
RTL2711,232,2,2121.05,3,2,1,321,Others
RTL2712,126,4,20671.65,4,5,5,455,Loyal Customer
RTL2713,563,1,14754.6,1,1,4,114,At Risk
RTL2714,957,1,866.4,1,1,1,111,At Risk
RTL2715,333,3,11506.53,3,4,4,344,Others
RTL2716,171,3,10947.86,4,4,3,443,Loyal Customer
RTL2717,42,5,12816.14,5,5,4,554,Loyal Customer
RTL2718,389,1,2891.02,2,1,2,212,At Risk
RTL2719,303,1,5510.76,3,1,2,312,Others
RTL2721,582,3,6053.95,1,4,3,143,At Risk
RTL2722,451,3,1806.46,2,4,1,241,At Risk
RTL2723,190,1,557.61,4,1,1,411,Recent Customer
RTL2724,789,3,480584.73,1,4,5,145,At Risk
RTL2725,679,2,1338.62,1,2,1,121,At Risk
RTL2726,244,3,25064.86,3,4,5,345,Others
RTL2727,8,2,1439.21,5,2,1,521,Recent Customer
RTL2728,618,4,15439.87,1,5,4,154,At Risk
RTL2729,687,4,12491.61,1,5,4,154,At Risk
RTL2730,570,4,14800.939999999999,1,5,4,154,At Risk
RTL2731,32,3,4144.56,5,4,2,542,Loyal Customer
RTL2732,293,1,1952.05,3,1,1,311,Others
RTL2733,617,1,6798.12,1,1,3,113,At Risk
RTL2734,685,2,7679.33,1,2,3,123,At Risk
RTL2735,5,1,75.31,5,1,1,511,Recent Customer
RTL2736,779,1,582.99,1,1,1,111,At Risk
RTL2737,341,2,9369.32,2,2,3,223,At Risk
RTL2738,1,4,24420.82,5,5,5,555,Champion
RTL2739,373,4,16082.99,2,5,4,254,At Risk
RTL2740,381,4,12264.11,2,5,4,254,At Risk
RTL2741,10,6,13557.720000000001,5,5,4,554,Loyal Customer
RTL2742,283,2,5399.64,3,2,2,322,Others
RTL2743,210,2,17612.17,3,2,4,324,Others
RTL2745,356,3,8743.89,2,4,3,243,At Risk
RTL2746,98,3,10715.88,4,4,3,443,Loyal Customer
RTL2747,9,4,74390.83,5,5,5,555,Champion
RTL2748,126,3,11045.67,4,4,4,444,Loyal Customer
RTL2749,153,4,17576.23,4,5,4,454,Loyal Customer
RTL2750,263,2,8478.6,3,2,3,323,Others
RTL2751,173,2,7580.98,4,2,3,423,Recent Customer
RTL2752,955,1,9688.3,1,1,3,113,At Risk
RTL2753,23,2,6117.2,5,2,3,523,Recent Customer
RTL2754,89,3,22823.37,4,4,5,445,Loyal Customer
RTL2755,350,4,2310.73,2,5,1,251,At Risk
RTL2756,308,1,4610.45,3,1,2,312,Others
RTL2757,96,6,20141.28,4,5,5,455,Loyal Customer
RTL2758,936,1,1805390.0,1,1,5,115,At Risk
RTL2759,27,3,19442.01,5,4,5,545,Loyal Customer
RTL2760,320,2,4574.12,3,2,2,322,Others
RTL2761,40,6,23864.489999999998,5,5,5,555,Champion
RTL2762,594,3,4545.26,1,4,2,142,At Risk
RTL2763,105,2,4174.35,4,2,2,422,Recent Customer
RTL2764,124,3,6802.13,4,4,3,443,Loyal Customer
RTL2765,751,2,13052.14,1,2,4,124,At Risk
RTL2766,904,1,320.1,1,1,1,111,At Risk
RTL2767,831,1,1964.9,1,1,1,111,At Risk
RTL2768,69,2,12001.619999999999,5,2,4,524,Recent Customer
RTL2769,183,1,348.74,4,1,1,411,Recent Customer
RTL2770,274,3,8767.11,3,4,3,343,Others
RTL2771,124,4,35598.61,4,5,5,455,Loyal Customer
RTL2772,79,3,12443.679999999998,5,4,4,544,Loyal Customer
RTL2773,100,3,7452.2699999999995,4,4,3,443,Loyal Customer
RTL2774,361,3,8500.31,2,4,3,243,At Risk
RTL2775,512,2,2859.7000000000003,2,2,2,222,At Risk
RTL2776,64,2,801.29,5,2,1,521,Recent Customer
RTL2777,194,3,19447.739999999998,3,4,5,345,Others
RTL2778,931,3,1697.06,1,4,1,141,At Risk
RTL2779,910,1,857.89,1,1,1,111,At Risk
RTL2780,907,1,4466.58,1,1,2,112,At Risk
RTL2781,331,2,9150.390000000001,3,3,3,333,Others
RTL2782,428,2,2739.03,2,3,2,232,At Risk
RTL2783,245,4,5026.099999999999,3,5,2,352,Others
RTL2784,130,1,2199.8,4,1,1,411,Recent Customer
RTL2785,230,1,9624.42,3,1,3,313,Others
RTL2786,796,2,4357.34,1,3,2,132,At Risk
RTL2787,49,2,13154.97,5,3,4,534,Recent Customer
RTL2788,744,1,12530.7,1,1,4,114,At Risk
RTL2789,764,1,5770.05,1,1,2,112,At Risk
RTL2791,1002,1,3743.84,1,1,2,112,At Risk
RTL2792,320,2,10292.43,3,3,3,333,Others
RTL2793,106,5,14479.11,4,5,4,454,Loyal Customer
RTL2794,37,3,10013.16,5,4,3,543,Loyal Customer
RTL2795,258,1,282.18,3,1,1,311,Others
RTL2796,542,4,16836.93,2,5,4,254,At Risk
RTL2797,336,2,756.86,2,3,1,231,At Risk
RTL2798,169,1,3033.6,4,1,2,412,Recent Customer
RTL2799,52,1,616.95,5,1,1,511,Recent Customer
RTL2800,70,4,10918.5,5,5,3,553,Loyal Customer
RTL2801,63,3,27775.8,5,4,5,545,Loyal Customer
RTL2802,243,4,9852.41,3,5,3,353,Others
RTL2803,116,3,11644.59,4,4,4,444,Loyal Customer
RTL2804,1015,1,5652.79,1,1,2,112,At Risk
RTL2805,281,1,392.52,3,1,1,311,Others
RTL2806,83,5,15535.01,5,5,4,554,Loyal Customer
RTL2807,968,2,4191.51,1,3,2,132,At Risk
RTL2808,961,1,978.95,1,1,1,111,At Risk
RTL2809,427,2,2728.3,2,3,2,232,At Risk
RTL2810,78,4,38904.630000000005,5,5,5,555,Champion
RTL2812,310,1,1007.76,3,1,1,311,Others
RTL2813,107,2,4018.13,4,3,2,432,Recent Customer
RTL2814,310,3,1432.3799999999999,3,4,1,341,Others
RTL2815,274,1,2897.5,3,1,2,312,Others
RTL2816,141,1,3659.06,4,1,2,412,Recent Customer
RTL2817,344,2,1004.69,2,3,1,231,At Risk
RTL2818,46,1,476.32,5,1,1,511,Recent Customer
RTL2819,12,4,16324.1,5,5,4,554,Loyal Customer
RTL2820,125,6,16158.38,4,5,4,454,Loyal Customer
RTL2821,165,1,1463.95,4,1,1,411,Recent Customer
RTL2825,32,4,28992.21,5,5,5,555,Champion
RTL2826,11,1,77708.5,5,1,5,515,Recent Customer
RTL2827,297,3,5657.03,3,4,2,342,Others
RTL2828,131,5,23313.86,4,5,5,455,Loyal Customer
RTL2829,192,3,9496.17,4,4,3,443,Loyal Customer
RTL2830,126,4,9260.6,4,5,3,453,Loyal Customer
RTL2831,390,1,4886.85,2,1,2,212,At Risk
RTL2832,738,1,706.0,1,1,1,111,At Risk
RTL2833,412,1,150.4,2,1,1,211,At Risk
RTL2834,289,3,1396.28,3,4,1,341,Others
RTL2835,381,3,2932.66,2,4,2,242,At Risk
RTL2836,161,3,14920.789999999999,4,4,4,444,Loyal Customer
RTL2838,155,3,390.28999999999996,4,4,1,441,Loyal Customer
RTL2839,96,2,4178.5199999999995,4,3,2,432,Recent Customer
RTL2840,551,1,2873.76,2,1,2,212,At Risk
RTL2841,500,3,14113.170000000002,2,4,4,244,At Risk
RTL2842,71,2,6168.9,5,3,3,533,Recent Customer
RTL2843,241,3,13895.15,3,4,4,344,Others
RTL2844,141,4,12646.62,4,5,4,454,Loyal Customer
RTL2845,824,1,322.33,1,1,1,111,At Risk
RTL2846,309,3,17824.65,3,4,4,344,Others
RTL2847,71,4,11683.720000000001,5,5,4,554,Loyal Customer
RTL2848,58,2,3687.3199999999997,5,3,2,532,Recent Customer
RTL2849,833,1,1615.76,1,1,1,111,At Risk
RTL2850,824,1,2203.48,1,1,1,111,At Risk
RTL2851,734,1,2901.8,1,1,2,112,At Risk
RTL2852,72,2,15596.55,5,3,4,534,Recent Customer
RTL2854,241,4,5625.39,3,5,2,352,Others
RTL2855,129,4,10146.51,4,5,3,453,Loyal Customer
RTL2856,848,2,7685.0,1,3,3,133,At Risk
RTL2857,997,1,5371.11,1,1,2,112,At Risk
RTL2858,327,4,16553.89,3,5,4,354,Others
RTL2859,103,3,14168.670000000002,4,4,4,444,Loyal Customer
RTL2860,569,1,6343.62,1,1,3,113,At Risk
RTL2861,488,3,23068.190000000002,2,4,5,245,At Risk
RTL2862,902,2,12577.07,1,3,4,134,At Risk
RTL2863,741,2,10558.310000000001,1,3,3,133,At Risk
RTL2864,578,4,456478.64999999997,1,5,5,155,At Risk
RTL2865,1009,1,151.97,1,1,1,111,At Risk
RTL2867,37,1,3596.54,5,1,2,512,Recent Customer
RTL2868,466,1,239.27,2,1,1,211,At Risk
RTL2869,470,2,6908.98,2,3,3,233,At Risk
RTL2871,331,2,5455.09,3,3,2,332,Others
RTL2872,459,1,151.09,2,1,1,211,At Risk
RTL2873,247,2,1463.46,3,3,1,331,Others
RTL2874,85,3,7356.69,5,4,3,543,Loyal Customer
RTL2875,10,4,20902.69,5,5,5,555,Champion
RTL2876,170,5,9259.62,4,5,3,453,Loyal Customer
RTL2877,487,1,2095.74,2,1,1,211,At Risk
RTL2878,769,1,6592.54,1,1,3,113,At Risk
RTL2879,591,2,8809.05,1,3,3,133,At Risk
RTL2880,119,2,10086.17,4,3,3,433,Recent Customer
RTL2881,83,3,12077.09,5,4,4,544,Loyal Customer
RTL2882,164,1,1173.69,4,1,1,411,Recent Customer
RTL2883,586,1,193.3,1,1,1,111,At Risk
RTL2884,150,2,4093.3599999999997,4,3,2,432,Recent Customer
RTL2885,450,2,2570.58,2,3,2,232,At Risk
RTL2886,1008,1,2250.45,1,1,1,111,At Risk
RTL2887,63,4,13909.55,5,5,4,554,Loyal Customer
RTL2888,294,1,1432.78,3,1,1,311,Others
RTL2889,183,2,266137.35,4,3,5,435,Recent Customer
RTL2890,285,4,13953.71,3,5,4,354,Others
RTL2891,794,1,38.81,1,1,1,111,At Risk
RTL2892,268,2,6947.17,3,3,3,333,Others
RTL2893,493,3,106251.14,2,4,5,245,At Risk
RTL2894,442,1,1768.59,2,1,1,211,At Risk
RTL2895,28,3,17654.05,5,4,4,544,Loyal Customer
RTL2896,285,2,14138.939999999999,3,3,4,334,Others
RTL2897,61,3,17659.14,5,4,4,544,Loyal Customer
RTL2899,367,4,10363.44,2,5,3,253,At Risk
RTL2900,214,2,6336.93,3,3,3,333,Others
RTL2901,54,3,113984.79999999999,5,4,5,545,Loyal Customer
RTL2903,413,3,4142.110000000001,2,4,2,242,At Risk
RTL2904,35,3,14511.779999999999,5,4,4,544,Loyal Customer
RTL2906,373,2,29185.7,2,3,5,235,At Risk
RTL2907,70,4,611383.38,5,5,5,555,Champion
RTL2908,570,3,39915.71,1,4,5,145,At Risk
RTL2909,869,4,14376.86,1,5,4,154,At Risk
RTL2910,478,1,3199.04,2,1,2,212,At Risk
RTL2913,73,4,18897.940000000002,5,5,5,555,Champion
RTL2914,544,2,20104.94,2,3,5,235,At Risk
RTL2915,276,2,4521.32,3,3,2,332,Others
RTL2916,211,4,5831.66,3,5,2,352,Others
RTL2917,641,1,4966.95,1,1,2,112,At Risk
RTL2918,810,1,3299.36,1,1,2,112,At Risk
RTL2920,482,1,2792.66,2,1,2,212,At Risk
RTL2921,232,2,1575.9,3,3,1,331,Others
RTL2922,110,4,13173.74,4,5,4,454,Loyal Customer
RTL2923,191,4,22506.77,4,5,5,455,Loyal Customer
RTL2924,59,2,708.19,5,3,1,531,Recent Customer
RTL2925,477,2,14698.73,2,3,4,234,At Risk
RTL2926,676,2,11606.59,1,3,4,134,At Risk
RTL2927,1004,1,6516.32,1,1,3,113,At Risk
RTL2928,63,2,7885.16,5,3,3,533,Recent Customer
RTL2929,717,3,3263075.57,1,4,5,145,At Risk
RTL2930,187,2,1375.38,4,3,1,431,Recent Customer
RTL2931,21,1,9571.92,5,1,3,513,Recent Customer
RTL2932,26,2,25712.4,5,3,5,535,Recent Customer
RTL2933,610,1,456.55,1,1,1,111,At Risk
RTL2934,702,1,8578.4,1,1,3,113,At Risk
RTL2935,436,1,15373.6,2,1,4,214,At Risk
RTL2937,108,3,552486.53,4,4,5,445,Loyal Customer
RTL2938,324,1,3689.51,3,1,2,312,Others
RTL2940,989,1,2292.08,1,1,1,111,At Risk
RTL2941,294,2,19975.2,3,3,5,335,Others
RTL2943,229,1,4876.13,3,1,2,312,Others
RTL2944,207,5,1192940.92,3,5,5,355,Others
RTL2945,796,1,8023.62,1,1,3,113,At Risk
RTL2947,95,2,10537.58,4,3,3,433,Recent Customer
RTL2948,255,1,2658.1,3,1,2,312,Others
RTL2950,388,2,2246.52,2,3,1,231,At Risk
RTL2951,391,1,7255.15,2,1,3,213,At Risk
RTL2952,717,1,578.95,1,1,1,111,At Risk
RTL2953,25,1,10683.9,5,1,3,513,Recent Customer
RTL2954,448,4,18171.65,2,5,4,254,At Risk
RTL2955,48,4,19402.15,5,5,5,555,Champion
RTL2956,26,3,7594.24,5,4,3,543,Loyal Customer
RTL2957,64,3,1184.32,5,4,1,541,Loyal Customer
RTL2958,53,5,18745.440000000002,5,5,5,555,Champion
RTL2959,225,1,945.08,3,1,1,311,Others
RTL2960,283,1,2025.21,3,1,1,311,Others
RTL2961,492,2,6782.5,2,3,3,233,At Risk
RTL2962,177,1,3942.49,4,1,2,412,Recent Customer
RTL2963,531,1,171.63,2,1,1,211,At Risk
RTL2964,382,3,2168.04,2,4,1,241,At Risk
RTL2966,641,4,18169.86,1,5,4,154,At Risk
RTL2967,407,3,21837.739999999998,2,4,5,245,At Risk
RTL2968,775,1,1232.04,1,1,1,111,At Risk
RTL2969,53,1,4316.58,5,1,2,512,Recent Customer
RTL2970,761,2,12164.48,1,3,4,134,At Risk
RTL2971,163,3,11390.77,4,4,4,444,Loyal Customer
RTL2972,122,2,5208.4400000000005,4,3,2,432,Recent Customer
RTL2973,78,2,9673.94,5,3,3,533,Recent Customer
RTL2974,76,3,558523.24,5,4,5,545,Loyal Customer
RTL2975,37,3,21748.010000000002,5,4,5,545,Loyal Customer
RTL2976,198,2,623.37,3,3,1,331,Others
RTL2977,419,2,890.2,2,3,1,231,At Risk
RTL2978,114,3,11306.619999999999,4,4,4,444,Loyal Customer
RTL2979,428,2,12836.73,2,3,4,234,At Risk
RTL2980,362,2,31618.199999999997,2,3,5,235,At Risk
RTL2981,100,1,2934.36,4,1,2,412,Recent Customer
RTL2982,577,2,29634.620000000003,1,3,5,135,At Risk
RTL2983,847,1,1024.2,1,1,1,111,At Risk
RTL2984,369,1,2862.97,2,1,2,212,At Risk
RTL2985,939,1,13.04,1,1,1,111,At Risk
RTL2987,872,2,1034.64,1,3,1,131,At Risk
RTL2988,782,2,403519.45,1,3,5,135,At Risk
RTL2989,219,2,2208.79,3,3,1,331,Others
RTL2990,509,3,7788.299999999999,2,4,3,243,At Risk
RTL2992,9,7,23460.64,5,5,5,555,Champion
RTL2993,148,2,1809.96,4,3,1,431,Recent Customer
RTL2994,43,3,8553.380000000001,5,4,3,543,Loyal Customer
RTL2995,220,5,16933.37,3,5,4,354,Others
RTL2996,498,2,25979.5,2,3,5,235,At Risk
RTL2997,493,2,8362.19,2,3,3,233,At Risk
RTL2998,141,1,398.43,4,1,1,411,Recent Customer
RTL2999,828,2,12196.17,1,3,4,134,At Risk
RTL3000,253,2,6994.5,3,3,3,333,Others
RTL3001,671,2,7794.23,1,3,3,133,At Risk
RTL3002,420,4,3199.89,2,5,2,252,At Risk
RTL3003,530,2,3328.2,2,3,2,232,At Risk
RTL3006,380,2,6155.969999999999,2,3,3,233,At Risk
RTL3007,15,3,69519.05,5,4,5,545,Loyal Customer
RTL3010,193,4,2144.9300000000003,3,5,1,351,Others
RTL3011,73,3,23076.239999999998,5,4,5,545,Loyal Customer
RTL3012,251,1,1701.28,3,1,1,311,Others
RTL3013,395,5,18298.39,2,5,4,254,At Risk
RTL3014,706,3,9354.61,1,4,3,143,At Risk
RTL3015,98,2,9843.960000000001,4,3,3,433,Recent Customer
RTL3016,52,3,671921.84,5,4,5,545,Loyal Customer
RTL3017,810,1,4724.8,1,1,2,112,At Risk
RTL3018,247,6,1806060.08,3,5,5,355,Others
RTL3019,115,5,14598.57,4,5,4,454,Loyal Customer
RTL3020,320,2,19083.53,3,3,5,335,Others
RTL3021,682,1,4485.14,1,1,2,112,At Risk
RTL3022,27,5,18463.08,5,5,4,554,Loyal Customer
RTL3023,639,2,12395.009999999998,1,3,4,134,At Risk
RTL3024,344,1,960.0,2,1,1,211,At Risk
RTL3025,481,1,6747.09,2,1,3,213,At Risk
RTL3026,63,2,7172.099999999999,5,3,3,533,Recent Customer
RTL3027,777,1,2440.85,1,1,2,112,At Risk
RTL3028,207,1,1299.94,3,1,1,311,Others
RTL3029,91,4,12611.09,4,5,4,454,Loyal Customer
RTL3030,686,2,3098.96,1,3,2,132,At Risk
RTL3031,177,5,28954.29,4,5,5,455,Loyal Customer
RTL3032,285,1,1281.21,3,1,1,311,Others
RTL3033,615,2,11130.66,1,3,4,134,At Risk
RTL3034,48,1,10367.5,5,1,3,513,Recent Customer
RTL3035,900,2,9131.09,1,3,3,133,At Risk
RTL3036,379,3,5896.179999999999,2,4,2,242,At Risk
RTL3037,285,3,25543.829999999998,3,4,5,345,Others
RTL3038,217,4,291356.62,3,5,5,355,Others
RTL3039,227,1,1056.47,3,1,1,311,Others
RTL3040,687,2,7428.4400000000005,1,3,3,133,At Risk
RTL3041,100,2,3777.9300000000003,4,3,2,432,Recent Customer
RTL3042,135,2,1083.8700000000001,4,3,1,431,Recent Customer
RTL3044,4,5,29384.5,5,5,5,555,Champion
RTL3045,138,2,9829.69,4,3,3,433,Recent Customer
RTL3046,90,2,20416.56,4,3,5,435,Recent Customer
RTL3048,275,2,1633.7,3,3,1,331,Others
RTL3049,75,6,159999.55,5,5,5,555,Champion
RTL3050,413,2,20513.12,2,3,5,235,At Risk
RTL3051,120,3,11931.73,4,4,4,444,Loyal Customer
RTL3052,50,4,11681.630000000001,5,5,4,554,Loyal Customer
RTL3053,715,2,14472.630000000001,1,3,4,134,At Risk
RTL3054,689,1,11275.0,1,1,4,114,At Risk
RTL3055,86,3,8164.179999999999,5,4,3,543,Loyal Customer
RTL3056,102,1,125.24,4,1,1,411,Recent Customer
RTL3058,291,1,12823.5,3,1,4,314,Others
RTL3059,18,7,34434.4,5,5,5,555,Champion
RTL3060,386,2,7200.04,2,3,3,233,At Risk
RTL3061,205,4,17642.98,3,5,4,354,Others
RTL3062,273,3,7145.72,3,4,3,343,Others
RTL3063,802,3,10006.13,1,4,3,143,At Risk
RTL3064,726,1,3834.22,1,1,2,112,At Risk
RTL3065,501,4,7776.140000000001,2,5,3,253,At Risk
RTL3066,270,3,11948.6,3,4,4,344,Others
RTL3067,519,3,14601.14,2,4,4,244,At Risk
RTL3068,146,2,11094.49,4,3,4,434,Recent Customer
RTL3069,609,3,17389.32,1,4,4,144,At Risk
RTL3070,94,4,3230899.6,4,5,5,455,Loyal Customer
RTL3071,291,3,22984.23,3,4,5,345,Others
RTL3072,82,3,8290.06,5,4,3,543,Loyal Customer
RTL3073,135,5,19338.32,4,5,5,455,Loyal Customer
RTL3074,672,2,5528.42,1,3,2,132,At Risk
RTL3075,586,1,8964.96,1,1,3,113,At Risk
RTL3076,103,5,12883.130000000001,4,5,4,454,Loyal Customer
RTL3080,37,3,8364.45,5,4,3,543,Loyal Customer
RTL3081,75,1,67.93,5,1,1,511,Recent Customer
RTL3082,899,1,921.77,1,1,1,111,At Risk
RTL3083,677,1,4046.28,1,1,2,112,At Risk
RTL3084,979,1,5470.43,1,1,2,112,At Risk
RTL3086,350,1,451.03,2,1,1,211,At Risk
RTL3088,189,2,8436.279999999999,4,3,3,433,Recent Customer
RTL3089,936,1,1416.6,1,1,1,111,At Risk
RTL3090,245,5,19965.77,3,5,5,355,Others
RTL3091,284,2,932.65,3,3,1,331,Others
RTL3092,48,2,3914.63,5,3,2,532,Recent Customer
RTL3093,540,2,4017.73,2,3,2,232,At Risk
RTL3095,5,2,120734.18,5,3,5,535,Recent Customer
RTL3096,14,2,11232.94,5,3,4,534,Recent Customer
RTL3097,270,4,9667.58,3,5,3,353,Others
RTL3098,797,1,320.82,1,1,1,111,At Risk
RTL3100,84,4,10794.760000000002,5,5,3,553,Loyal Customer
RTL3103,914,1,109.75,1,1,1,111,At Risk
RTL3104,156,3,13159.96,4,4,4,444,Loyal Customer
RTL3105,223,2,3846.56,3,3,2,332,Others
RTL3106,125,4,13816.18,4,5,4,454,Loyal Customer
RTL3107,190,3,3987.3100000000004,4,4,2,442,Loyal Customer
RTL3108,797,1,2110.8,1,1,1,111,At Risk
RTL3109,56,4,131533.31,5,5,5,555,Champion
RTL3110,604,1,10699.5,1,1,3,113,At Risk
RTL3112,140,3,83559.81000000001,4,4,5,445,Loyal Customer
RTL3113,444,2,7586.61,2,3,3,233,At Risk
RTL3114,397,2,10088.710000000001,2,3,3,233,At Risk
RTL3115,217,4,33419.060000000005,3,5,5,355,Others
RTL3116,786,2,366.45000000000005,1,3,1,131,At Risk
RTL3117,164,4,16695.39,4,5,4,454,Loyal Customer
RTL3119,325,2,5486.59,3,3,2,332,Others
RTL3120,292,3,22801.81,3,4,5,345,Others
RTL3121,593,1,5258.08,1,1,2,112,At Risk
RTL3122,769,1,4214.38,1,1,2,112,At Risk
RTL3123,303,3,3300.99,3,4,2,342,Others
RTL3124,372,3,3852.5099999999998,2,4,2,242,At Risk
RTL3125,450,3,6094.27,2,4,3,243,At Risk
RTL3126,41,5,16190.85,5,5,4,554,Loyal Customer
RTL3127,392,1,112.34,2,1,1,211,At Risk
RTL3128,746,3,1585.04,1,4,1,141,At Risk
RTL3129,96,10,19679.47,4,5,5,455,Loyal Customer
RTL3131,422,2,5234.04,2,3,2,232,At Risk
RTL3132,518,1,3777.96,2,1,2,212,At Risk
RTL3133,58,2,17772.5,5,3,4,534,Recent Customer
